size 4000
bitrates 44 86 125 173 212 249 315 369 497 564 764 985 1178 1439 2038 2353 2875 3262 3529 3844
23833 41803 51931 81830 92904 98484 104331 111418 188744 191260 319440 350763 368809 393241 614490 693389 699611 770817 811304 870310
21253 40557 55191 85115 99985 113153 134821 143107 233021 250976 359742 441016 516507 557029 928235 1053858 1173789 1206692 1243949 1262434
23159 46070 69015 92368 116127 136964 157870 159958 255147 267204 404731 482454 490986 496371 935234 941063 952978 954372 963243 963281
24052 46747 63443 90517 108062 118032 131159 136564 219881 231112 357820 423965 437711 444405 843176 862574 871857 872984 871950 872918
23646 46412 70338 92339 115772 140160 182102 206911 276558 320378 406603 547921 708194 778571 1150571 1364871 1515919 1572967 1585117 1630472
23368 46245 68423 92705 115608 139187 184771 229079 274620 319633 417538 566207 705401 953695 1191370 1409421 1911013 2298057 2592034 2850980
23162 46223 66572 93100 116978 141505 181880 220745 276230 315944 422879 573401 703976 867952 1166860 1408069 1712567 1847124 1928407 1965084
21696 43454 65295 85975 108957 128422 152449 169064 258188 284242 378707 503215 588226 662567 1057739 1179492 1307553 1394420 1427084 1476963
21524 42477 68743 92528 113837 141411 171246 178533 280242 322136 420720 562843 649251 688879 1171349 1289790 1390197 1400458 1403914 1407506
21362 43553 69533 92564 115211 142999 191467 219843 287725 337208 426107 584588 730241 832799 1227371 1460305 1656261 1677902 1679012 1679963
21235 41890 65135 91369 113275 139868 185878 218895 284611 334539 425218 576107 722605 843951 1214776 1455097 1698306 1725727 1728525 1727194
22713 46238 70026 94572 118313 143207 190585 233225 291650 340368 439510 587912 738995 911816 1238766 1486201 1822383 1878799 1877015 1877015
22368 39843 58446 83342 102630 120073 142071 162883 249625 281287 389901 504071 572123 668557 1048344 1157637 1340299 1479094 1588872 1584904
20240 36934 57292 77351 85931 125510 162815 183969 235619 309720 376443 487477 580878 697596 1011018 1155543 1368023 1442362 1472515 1477670
24067 47647 68550 94722 115606 135954 183646 207639 270237 310231 408046 536443 648495 763320 1097191 1282539 1484945 1585731 1626372 1662175
20285 38598 55586 85439 96114 103710 105572 104031 205411 204751 370456 387869 387620 377123 768560 762398 744870 731451 762083 771265
23348 45509 66143 88473 110467 131801 162120 186891 256765 289249 392456 516461 607005 720468 1060315 1224590 1434207 1650212 1725440 1779772
22843 42144 57651 88296 104515 118101 141337 152722 234773 256900 372544 464394 515677 568083 972933 1055863 1140211 1188144 1210250 1228528
23660 46089 60743 91866 104134 115996 136981 154343 221433 237098 351732 418063 479985 527359 846918 930808 1033489 1084241 1113703 1126162
23858 46085 57923 87156 97840 108860 120455 124260 205113 214583 342560 403350 430367 432177 851611 886885 890141 889868 889868 889868
23324 46601 69991 93118 116110 140311 180669 207838 278722 320900 417666 558646 672529 795488 1149117 1324563 1558148 1670478 1723411 1765637
23484 47242 70854 94157 117830 141373 189390 236500 281113 327947 416794 570161 709957 927650 1166354 1398197 1814462 2024696 2092829 2135433
24327 48685 73466 97679 122398 145336 189391 232792 286605 332405 438428 578270 725949 920624 1184270 1406061 1799264 2077967 2161344 2205634
21167 34961 42859 70876 79101 88028 101109 113615 184581 198608 313743 365616 403756 453409 762710 831934 938350 1001510 1026256 1028493
25686 49628 73943 95829 121637 143342 193333 236750 275841 322244 386730 531318 675757 906707 1067758 1276722 1750234 2067780 2285253 2478806
20997 41580 57912 79930 95357 108170 125441 144240 202495 222414 320363 396111 458978 542813 833785 927282 1103976 1254983 1339762 1392566
23675 46237 64717 93749 113284 129916 153054 161406 250672 273572 394760 481553 529735 560788 963461 1041756 1094931 1135343 1155646 1181231
23748 44104 62370 87549 105712 122692 146859 163600 237511 264245 370020 468254 543763 587148 935877 1039394 1127163 1169462 1189747 1191607
24874 48489 71834 95631 119092 141311 187167 231607 277261 323385 422516 573092 716008 913498 1194501 1422690 1797592 2066874 2139674 2182630
23309 48063 72303 96116 120440 144897 187665 222788 282629 327012 423468 564023 676585 821334 1152341 1320825 1602914 1871576 2034090 2146820
24113 47304 71152 95771 119762 142631 182505 212256 282377 318657 419283 541583 647779 708330 1099027 1244521 1346406 1355942 1359536 1358854
22746 36241 45982 70996 81086 88609 100761 109234 180888 195834 308687 360820 395027 428454 724135 775503 836727 869281 846744 904852
21171 38250 54713 75059 91929 109185 150700 192544 226379 268509 343074 428458 551877 769981 895521 1144148 1703681 2064338 2304011 2531784
21046 42488 62091 82521 103807 121058 145328 150375 236805 269511 367438 475040 565459 612736 1010855 1147064 1281626 1320639 1329599 1333306
21313 43577 66137 91419 114204 133350 141398 154077 253165 267365 381002 458419 494006 550690 978381 1013468 1126406 1207007 1272890 1317299
19600 46407 70360 95831 119292 137781 146276 147706 259135 261523 412319 471325 479269 485342 953553 965201 967882 966530 969056 969812
22360 45187 66654 89079 110302 132070 164546 196072 257607 291700 406563 508846 610086 730507 1061350 1209827 1474926 1754695 1985675 2444550
23640 46613 68541 93565 117422 140415 186205 229202 283800 327515 408538 544502 690939 927240 1132232 1366461 1845834 2198941 2372185 2487801
23071 46678 66426 91414 111009 129973 167051 196331 255766 291815 400569 521650 632890 749623 1088171 1261289 1487609 1599810 1613290 1618694
23296 46296 69789 92446 114048 138154 178154 210764 271801 312588 405276 544080 671956 790579 1111732 1323420 1542398 1607947 1627892 1641969
23547 43769 64611 85356 108516 123762 154677 180774 235365 268670 383743 465521 553202 698429 963521 1129724 1441563 1634343 1757837 1866378
23078 43689 62487 85450 104938 121540 147094 170033 236249 267304 353456 457338 519936 635629 914421 1056202 1278835 1444853 1552898 1648710
22808 44444 65404 89422 110346 129796 163761 182455 253570 292845 388984 505334 616205 691262 1035121 1184966 1376344 1419438 1439938 1464573
23418 46380 69136 94136 114826 137294 178639 209141 273710 316975 430688 560191 695216 872298 1180928 1419976 1807577 2050110 2243793 2571868
25108 50344 74506 99541 125766 149402 191705 233187 296987 342739 431101 568781 709741 938715 1209407 1451693 1924448 2276156 2531126 2779961
23276 45283 68033 91174 112666 134733 176252 213676 266557 309353 406317 524129 642139 834599 1098988 1299612 1663748 1897200 2000856 2069221
22430 45820 66135 90228 113094 134585 169689 192791 267154 312407 390645 543794 668299 861439 1116417 1352384 1789385 2104973 2220954 2313900
21436 41230 54809 82095 103596 113203 127121 132940 242775 263064 378452 485133 546703 600804 1032305 1137105 1281450 1382992 1425500 1423102
22554 40590 49126 84371 97945 97846 102755 100705 219752 228937 374895 428865 462087 463085 929945 977059 1009487 1010814 1007882 998236
23511 44010 67134 88048 112090 133800 182500 222162 275722 319148 416908 550765 677037 872727 1133992 1336447 1689363 1902667 1978797 2015158
21636 41677 60283 83304 101910 117763 146133 165562 234567 260735 373560 455305 533038 612434 946539 1049626 1183255 1296871 1398260 1530464
17221 33227 48957 62491 79653 97367 137148 175846 214283 251307 317825 417779 524333 678528 914800 1057815 1420884 1844646 2144871 3010399
21184 43049 64411 84716 108149 133718 177823 214663 269757 317165 407395 523462 663630 852331 1105703 1329307 1723983 1950393 2127050 2424027
20408 40185 61711 81570 105083 127869 174203 217794 259167 302202 377047 492734 618515 828979 1027519 1251462 1642113 1759646 1828807 1855541
24949 47766 71695 96128 119044 142834 191578 239181 287431 337585 449769 600026 747685 1010462 1243128 1504337 2029317 2501770 2646435 2719701
22636 46265 69620 91587 114336 138248 177889 211548 268217 309676 383828 539018 669213 855240 1093997 1317697 1720923 2014635 2120490 2158517
24481 49120 68837 96495 115396 134296 173111 206224 259080 295372 391152 511000 610635 787220 1031255 1211117 1527348 1765016 1919790 2113082
22417 45168 70385 93925 118527 141999 187754 228321 284870 329172 409153 552407 690771 914840 1148394 1396546 1860815 2161075 2254828 2402861
23400 46363 69736 93194 117364 140281 186228 225873 277760 322986 422731 576962 709456 866990 1198628 1411377 1713891 1864291 1931595 1958415
24063 47899 71936 95664 117977 140108 185752 215110 273625 320206 428076 572332 681112 770908 1182528 1319757 1522294 1544589 1558099 1568346
22720 42402 53558 77541 88860 101107 121531 136710 189453 207759 290535 342033 405594 464281 689953 767471 918667 962713 1039075 1094054
20275 38807 56688 77819 96555 114108 153200 186293 237961 280092 363121 495336 617473 796659 1060083 1276298 1674889 1934337 2098201 2310130
24621 49480 74506 98925 123778 148642 197529 246952 294881 344711 436815 590430 740121 988882 1226794 1467160 1975345 2450754 2963317 3765080
24127 48297 71852 97889 122219 146755 196989 246064 291226 341315 440080 590879 742048 996828 1240826 1484208 1999896 2532055 3056430 3860288
23502 46890 69210 95168 119442 141980 185221 227536 290374 334080 422988 571227 710474 913670 1189047 1403942 1846978 2263142 2633729 3135697
23074 45869 68766 93989 117153 140807 189937 235782 279829 328184 432414 584190 726030 970369 1208028 1446909 1930928 2391142 2847570 3519705
22653 42219 62912 81812 103654 123593 162738 186253 255372 297496 387897 512882 644438 853954 1107971 1332748 1765884 2187258 2486021 2917959
24977 48828 73928 98876 123137 147657 196779 245783 295891 344452 441961 590821 745546 1001258 1240109 1495768 2000451 2513603 3032560 4031080
22994 45249 65592 92570 112014 131593 167531 196511 268681 308805 420230 544544 668223 864083 1148259 1387124 1805120 2177611 2513104 2913249
22836 42321 52180 83930 86824 103508 131510 150263 204448 244634 381984 468479 534203 637728 1041890 1149234 1339876 1496568 1595694 1721685
19570 42557 60383 83544 106800 122556 154588 167667 254773 295590 396902 524057 624511 695929 1109507 1292300 1488574 1562717 1594030 1652611
21453 43159 58721 90187 103837 116282 138410 153569 232718 256094 380302 461582 522553 578412 928463 1014086 1111953 1171790 1209472 1215608
20350 39180 42156 78588 78790 83063 84267 85079 159198 161243 286456 293336 300628 316787 581498 600525 634196 656743 656506 656448
22586 42255 58312 83402 98754 108811 124193 135020 209276 224592 334240 407311 463297 516695 825325 886969 966527 1019155 1029044 1027977
21812 39231 52278 78626 91321 102779 120496 133588 206509 226994 322748 403444 486789 556352 895260 995369 1106698 1139993 1155818 1187169
24802 49822 67986 93226 112263 127257 153480 161952 249396 266960 382128 469144 512270 563315 933549 988257 1095703 1190360 1225785 1344705
23070 45578 64074 87606 104441 118207 135162 139147 222527 236559 346813 414204 439999 461823 798748 833030 860421 864215 867176 870031
18667 35742 52193 72468 84202 102454 127470 153871 201281 240173 303108 392095 500833 578214 861869 1060189 1183443 1239893 1255374 1276321
20536 43956 69360 88077 112350 137137 172051 195983 272169 308428 393728 548809 611965 755810 1122828 1219955 1456097 1613829 1661398 1711822
21457 41332 62109 83274 106066 131859 177231 217270 278806 320682 423917 556537 701227 830176 1205441 1379484 1567018 1593328 1611604 1623951
20827 41629 62314 80955 103593 128678 170989 186514 254648 298625 389504 513911 570843 613331 990315 1058688 1141198 1160618 1166228 1166908
21991 44743 67977 86928 109276 134328 183686 233081 261687 312209 394005 550038 720281 996629 1163001 1447913 1985790 2495881 2999133 3905761
22332 45141 69098 94160 118328 143343 187620 223512 289616 339019 441097 586196 707964 870907 1209754 1411643 1732598 2034493 2276817 2703116
22046 44651 67902 90101 111744 134776 178518 212038 268627 312176 390127 534940 666977 812526 1103004 1336039 1609313 1790375 1913466 2261392
23728 47465 71662 93448 117656 141705 187550 229311 281643 330022 435583 589381 734848 956172 1220435 1478413 1916201 2275001 2557906 3187710
22989 45298 66716 90618 113023 132791 167100 198892 262639 298901 388904 483344 597180 706525 1020578 1157649 1346694 1469732 1563650 1596320
25666 45883 62972 85802 105927 122673 152818 177953 242984 274462 357226 468001 552727 666407 970194 1100464 1326150 1481014 1610747 1831807
19458 41537 63984 88732 111080 137194 175398 203406 271658 306898 375044 488164 575094 675716 947313 1060922 1256031 1446176 1595456 1718209
20420 41577 59959 78934 96734 115023 146140 154855 236111 258153 367445 417251 441373 472160 762521 802063 859447 906704 913104 916797
22144 40986 54121 84056 96265 107317 127040 141739 201326 220985 319621 379847 414265 471252 746637 805153 878352 907717 919054 922629
23538 47167 71135 93530 117505 143936 189667 208268 275391 316813 420938 572250 690001 744602 1181858 1397161 1489935 1517754 1525264 1534611
17155 36287 52764 65004 80813 95138 122423 151646 187070 220291 297350 394754 478596 602539 806332 933508 1215346 1456557 1727556 2247333
22881 46436 71142 90090 109598 133271 182237 231024 284082 335783 428729 582733 728834 979172 1217905 1474571 1981359 2494850 3007335 3863178
24270 47856 70810 95729 118991 141999 186504 228449 283117 329156 424056 571710 720322 946217 1196516 1442266 1894932 2318788 2504106 2516581
20422 38463 52711 75134 88178 102825 134163 158149 218428 242254 340105 430430 520801 563570 919327 1038616 1093562 1111571 1113932 1122011
20608 40177 60825 83740 105260 123333 161850 176787 270005 298879 414470 511201 556203 572745 1013203 1080654 1117788 1131934 1146011 1150047
21775 37755 46188 73731 82951 91100 102153 110716 182396 194678 314034 362577 398012 439660 764030 818650 872030 915623 957146 989154
21259 38022 50587 85449 102559 112410 125441 132256 231889 245610 389504 465176 497045 518146 949854 998429 1049015 1067524 1085442 1101643
20477 41974 59229 86088 98016 114225 135208 155607 220938 235618 359212 421618 497472 618487 884017 990254 1186650 1357187 1542617 1733244
18869 38273 47957 77030 95593 106148 119079 129527 231966 252223 333130 448386 511062 569520 919183 1017204 1137701 1222258 1269131 1285753
23207 46375 58551 93908 114365 129420 135247 135153 283405 308476 421492 556841 622459 627656 1190356 1350672 1369868 1372148 1371435 1375739
24472 49016 74142 98114 123718 148020 199501 227359 292128 341008 435243 576879 724787 844844 1239386 1490412 1875033 1907441 1913056 1912597
25136 49811 73682 100356 124034 147805 195653 247853 293871 343951 447615 600502 749968 997847 1283141 1545607 2081606 2386473 2459429 2487917
24303 48616 72992 96740 121167 145126 194109 239662 288567 334026 426752 574467 716961 959081 1196220 1433558 1917007 2384324 2580937 2739073
24590 49014 73049 96885 121677 145183 192362 243218 284985 332578 436087 585783 725972 968347 1229065 1482650 1967895 2407389 2479387 2482543
24008 47941 72913 96056 120437 143814 192916 240796 285961 333500 429397 578897 713208 966267 1227133 1479145 1983293 2479001 2763292 2784768
25139 50020 75111 100018 123874 149364 198340 247593 295838 345458 450921 596685 752575 996547 1250328 1510547 2016145 2526517 2761627 2908342
21224 44970 68803 89788 113088 136115 182004 230332 270194 312042 390971 547582 688650 916846 1134791 1371841 1819664 2204097 2519739 2715072
23301 47638 71305 94073 118475 141305 188910 238384 282417 329558 414713 569732 712976 948266 1202168 1391608 1936035 2429785 2800596 2871829
24283 47236 71792 95075 119876 142991 193308 243226 279429 324141 404872 541263 683656 921610 1146880 1367819 1824000 2293352 2743352 3023985
23432 45363 69215 93883 118013 141776 191889 240041 285582 330289 424841 587973 715960 962168 1179355 1417854 1881096 2335133 2596997 2679759
22930 47764 74030 90719 116548 144292 192896 241271 290698 341516 428346 578924 727865 979411 1201602 1468319 1956352 2462436 2688860 2711249
23903 47760 72283 91717 118260 142297 192668 241731 285712 333007 427954 581258 727382 982412 1219017 1459475 1950257 2468128 2718449 2741323
23235 47250 73041 90899 117882 142057 194541 243846 288155 336562 423014 569155 717832 965304 1196775 1458358 1973449 2443200 2907683 3011533
24648 48814 73792 95432 118633 144222 191471 238536 288387 338986 430568 581701 728010 989854 1218785 1469076 1982915 2495998 3005690 3753036
24527 48695 73371 96261 121468 144643 196628 244558 291973 340068 433211 579463 721895 983894 1222661 1487753 1987040 2488417 3003634 3828927
23208 48157 73768 97379 121549 145806 193518 240864 292603 342667 433359 588379 740336 1005049 1240299 1491807 2010078 2529493 2932499 3246106
22289 48346 67937 96120 119132 142365 185928 211458 291338 337819 438004 587806 741744 965930 1233584 1491699 1965196 2130999 2195212 2225958
24327 47195 68950 94900 118263 141266 171558 183778 278565 306245 428380 572796 673681 792826 1145399 1305438 1548452 1610058 1613005 1613733
24636 49144 68431 95303 119204 139688 166499 170858 285249 311638 427208 561528 629933 650193 1143103 1182490 1197387 1200164 1200605 1199118
24304 41707 50359 87540 96078 107053 124199 132122 228836 248691 397973 446020 504106 549412 904761 1002879 1065593 1091711 1149331 1182569
14682 30020 43506 60054 75398 79556 81382 83814 146242 148685 247808 257113 260133 265161 510725 516247 520921 520847 519313 519334
23879 36825 39964 67982 71415 72003 73509 73549 148497 149874 232209 239335 238332 240629 473993 472879 484605 482779 489184 491010
23447 47010 66381 94464 116568 122617 123197 123525 241163 241070 400659 409316 410706 413051 808390 811202 808693 814858 813120 813120
22777 46050 69191 90864 116596 137770 141060 141008 262935 266295 417279 473800 475643 480243 908729 908310 917405 919014 918825 918825
4052 7819 10292 14781 16954 17577 19008 20882 33802 34798 62219 62781 67616 73580 123208 135022 142588 144834 144834 144834
